county,state_name,csa,csa_state
Barceloneta Municipio,Puerto Rico,San Juan-Bayamón,PR
Barranquitas Municipio,Puerto Rico,San Juan-Bayamón,PR
Bayamón Municipio,Puerto Rico,San Juan-Bayamón,PR
Caguas Municipio,Puerto Rico,San Juan-Bayamón,PR
Canóvanas Municipio,Puerto Rico,San Juan-Bayamón,PR
Carolina Municipio,Puerto Rico,San Juan-Bayamón,PR
Cataño Municipio,Puerto Rico,San Juan-Bayamón,PR
Cayey Municipio,Puerto Rico,San Juan-Bayamón,PR
Ceiba Municipio,Puerto Rico,San Juan-Bayamón,PR
Ciales Municipio,Puerto Rico,San Juan-Bayamón,PR
Cidra Municipio,Puerto Rico,San Juan-Bayamón,PR
Comerío Municipio,Puerto Rico,San Juan-Bayamón,PR
Corozal Municipio,Puerto Rico,San Juan-Bayamón,PR
Dorado Municipio,Puerto Rico,San Juan-Bayamón,PR
Fajardo Municipio,Puerto Rico,San Juan-Bayamón,PR
Florida Municipio,Puerto Rico,San Juan-Bayamón,PR
Guaynabo Municipio,Puerto Rico,San Juan-Bayamón,PR
Gurabo Municipio,Puerto Rico,San Juan-Bayamón,PR
Humacao Municipio,Puerto Rico,San Juan-Bayamón,PR
Juncos Municipio,Puerto Rico,San Juan-Bayamón,PR
Las Piedras Municipio,Puerto Rico,San Juan-Bayamón,PR
Loíza Municipio,Puerto Rico,San Juan-Bayamón,PR
Luquillo Municipio,Puerto Rico,San Juan-Bayamón,PR
Manatí Municipio,Puerto Rico,San Juan-Bayamón,PR
Maunabo Municipio,Puerto Rico,San Juan-Bayamón,PR
Morovis Municipio,Puerto Rico,San Juan-Bayamón,PR
Naguabo Municipio,Puerto Rico,San Juan-Bayamón,PR
Naranjito Municipio,Puerto Rico,San Juan-Bayamón,PR
Orocovis Municipio,Puerto Rico,San Juan-Bayamón,PR
Río Grande Municipio,Puerto Rico,San Juan-Bayamón,PR
San Juan Municipio,Puerto Rico,San Juan-Bayamón,PR
San Lorenzo Municipio,Puerto Rico,San Juan-Bayamón,PR
Toa Alta Municipio,Puerto Rico,San Juan-Bayamón,PR
Toa Baja Municipio,Puerto Rico,San Juan-Bayamón,PR
Trujillo Alto Municipio,Puerto Rico,San Juan-Bayamón,PR
Vega Alta Municipio,Puerto Rico,San Juan-Bayamón,PR
Vega Baja Municipio,Puerto Rico,San Juan-Bayamón,PR
Yabucoa Municipio,Puerto Rico,San Juan-Bayamón,PR
San Luis Obispo County,California,,
Santa Cruz County,California,San Jose-San Francisco-Oakland,CA
Santa Fe County,New Mexico,Albuquerque-Santa Fe-Las Vegas,NM
Santa Isabel Municipio,Puerto Rico,Ponce-Yauco-Coamo,PR
Santa Barbara County,California,,
Sonoma County,California,San Jose-San Francisco-Oakland,CA
Chippewa County,Michigan,,
Bryan County,Georgia,Savannah-Hinesville-Statesboro,GA
Chatham County,Georgia,Savannah-Hinesville-Statesboro,GA
Effingham County,Georgia,Savannah-Hinesville-Statesboro,GA
Bradford County,Pennsylvania,,
Banner County,Nebraska,,
Scotts Bluff County,Nebraska,,
Sioux County,Nebraska,,
Jackson County,Alabama,Scottsboro-Fort Payne,AL
Scott County,Indiana,Louisville/Jefferson County--Elizabethtown--Bardstown,KY-IN
Scott County,Indiana,Louisville/Jefferson County--Elizabethtown--Bardstown,KY-IN
Lackawanna County,Pennsylvania,,
Luzerne County,Pennsylvania,,
Wyoming County,Pennsylvania,,
White County,Arkansas,Little Rock-North Little Rock,AR
King County,Washington,Seattle-Tacoma,WA
Snohomish County,Washington,Seattle-Tacoma,WA
Pierce County,Washington,Seattle-Tacoma,WA
Indian River County,Florida,Miami-Port St. Lucie-Fort Lauderdale,FL
Highlands County,Florida,,
Pettis County,Missouri,,
Snyder County,Pennsylvania,Bloomsburg-Berwick-Sunbury,PA
Dallas County,Alabama,Montgomery-Selma-Alexander City,AL
Oconee County,South Carolina,Greenville-Spartanburg-Anderson,SC
Seneca County,New York,Rochester-Batavia-Seneca Falls,NY
Sevier County,Tennessee,Knoxville-Morristown-Sevierville,TN
Sevier County,Tennessee,Knoxville-Morristown-Sevierville,TN
Jackson County,Indiana,Indianapolis-Carmel-Muncie,IN
Menominee County,Wisconsin,Green Bay-Shawano,WI
Shawano County,Wisconsin,Green Bay-Shawano,WI
Pottawatomie County,Oklahoma,Oklahoma City-Shawnee,OK
Pottawatomie County,Oklahoma,Oklahoma City-Shawnee,OK
Sheboygan County,Wisconsin,,
Cleveland County,North Carolina,Charlotte-Concord,NC-SC
Bedford County,Tennessee,Nashville-Davidson--Murfreesboro,TN
Mason County,Washington,Seattle-Tacoma,WA
Sheridan County,Wyoming,,
Grayson County,Texas,Dallas-Fort Worth,TX-OK
Navajo County,Arizona,,
Bossier Parish,Louisiana,Shreveport-Bossier City-Minden,LA
Caddo Parish,Louisiana,Shreveport-Bossier City-Minden,LA
De Soto Parish,Louisiana,Shreveport-Bossier City-Minden,LA
Shelby County,Ohio,Dayton-Springfield-Kettering,OH
Cochise County,Arizona,,
Scott County,Missouri,Cape Girardeau-Sikeston,MO-IL
Grant County,New Mexico,,
Woodbury County,Iowa,,
Dakota County,Nebraska,,
Dixon County,Nebraska,,
Union County,South Dakota,,
Lincoln County,South Dakota,,
McCook County,South Dakota,,
Minnehaha County,South Dakota,,
Turner County,South Dakota,,
Scurry County,Texas,,
Pulaski County,Kentucky,,
Somerset County,Pennsylvania,Johnstown-Somerset,PA
Somerset County,Pennsylvania,Johnstown-Somerset,PA
Tuolumne County,California,,
St. Joseph County,Indiana,South Bend-Elkhart-Mishawaka,IN-MI
Cass County,Michigan,South Bend-Elkhart-Mishawaka,IN-MI
Spartanburg County,South Carolina,Greenville-Spartanburg-Anderson,SC
Spartanburg County,South Carolina,Greenville-Spartanburg-Anderson,SC
Lawrence County,South Dakota,Rapid City-Spearfish,SD
Clay County,Iowa,Spencer-Spirit Lake,IA
Dickinson County,Iowa,Spencer-Spirit Lake,IA
Spokane County,Washington,Spokane-Spokane Valley-Coeur d'Alene,WA-ID
Stevens County,Washington,Spokane-Spokane Valley-Coeur d'Alene,WA-ID
Menard County,Illinois,Springfield-Jacksonville-Lincoln,IL
Sangamon County,Illinois,Springfield-Jacksonville-Lincoln,IL
Franklin County,Massachusetts,,
Hampden County,Massachusetts,,
Hampshire County,Massachusetts,,
Christian County,Missouri,,
Dallas County,Missouri,,
Greene County,Missouri,,
Polk County,Missouri,,
Webster County,Missouri,,
Clark County,Ohio,Dayton-Springfield-Kettering,OH
Clark County,Ohio,Dayton-Springfield-Kettering,OH
Oktibbeha County,Mississippi,,
Webster County,Mississippi,,
Centre County,Pennsylvania,State College-DuBois,PA
Bulloch County,Georgia,Savannah-Hinesville-Statesboro,GA
Augusta County,Virginia,Harrisonburg-Staunton,VA
Staunton city,Virginia,Harrisonburg-Staunton,VA
Waynesboro city,Virginia,Harrisonburg-Staunton,VA
Routt County,Colorado,Steamboat Springs-Craig,CO
Erath County,Texas,,
Logan County,Colorado,,
Whiteside County,Illinois,Dixon-Sterling,IL
Portage County,Wisconsin,Wausau-Stevens Point-Wisconsin Rapids,WI
Payne County,Oklahoma,,
San Joaquin County,California,San Jose-San Francisco-Oakland,CA
Buena Vista County,Iowa,,
St. Joseph County,Michigan,Kalamazoo-Battle Creek-Portage,MI
Hopkins County,Texas,,
Chattooga County,Georgia,Chattanooga-Cleveland-Dalton,TN-GA
Clarendon County,South Carolina,,
Sumter County,South Carolina,,
Northumberland County,Pennsylvania,Bloomsburg-Berwick-Sunbury,PA
Lassen County,California,,
Nolan County,Texas,,
Madison County,New York,Syracuse-Auburn,NY
Onondaga County,New York,Syracuse-Auburn,NY
Oswego County,New York,Syracuse-Auburn,NY
Cherokee County,Oklahoma,,
Talladega County,Alabama,Birmingham-Hoover-Talladega,AL
Gadsden County,Florida,,
Jefferson County,Florida,,
Leon County,Florida,,
Wakulla County,Florida,,
Hernando County,Florida,,
Hillsborough County,Florida,,
Pasco County,Florida,,
Pinellas County,Florida,,
Taos County,New Mexico,,
Christian County,Illinois,Springfield-Jacksonville-Lincoln,IL
Clay County,Indiana,,
Parke County,Indiana,,
Sullivan County,Indiana,,
Vermillion County,Indiana,,
Vigo County,Indiana,,
Little River County,Arkansas,,
Miller County,Arkansas,,
Bowie County,Texas,,
Wasco County,Oregon,,
Sumter County,Florida,Orlando-Lakeland-Deltona,FL
Upson County,Georgia,Atlanta--Athens-Clarke County--Sandy Springs,GA-AL
Thomas County,Georgia,,
Seneca County,Ohio,Toledo-Findlay-Tiffin,OH
Tift County,Georgia,,
Stephens County,Georgia,Atlanta--Athens-Clarke County--Sandy Springs,GA-AL
Fulton County,Ohio,Toledo-Findlay-Tiffin,OH
Lucas County,Ohio,Toledo-Findlay-Tiffin,OH
Ottawa County,Ohio,Toledo-Findlay-Tiffin,OH
Wood County,Ohio,Toledo-Findlay-Tiffin,OH
Jackson County,Kansas,,
Jefferson County,Kansas,,
Osage County,Kansas,,
Shawnee County,Kansas,,
Wabaunsee County,Kansas,,
Litchfield County,Connecticut,Hartford-East Hartford,CT
Litchfield County,Connecticut,New York-Newark,NY-NJ-CT-PA
Benzie County,Michigan,,
Grand Traverse County,Michigan,,
Kalkaska County,Michigan,,
Leelanau County,Michigan,,
Mercer County,New Jersey,New York-Newark,NY-NJ-CT-PA
Pike County,Alabama,,
Nevada County,California,Sacramento-Roseville,CA
Pima County,Arizona,Tucson-Nogales,AZ
Coffee County,Tennessee,,
Franklin County,Tennessee,,
Moore County,Tennessee,,
Creek County,Oklahoma,Tulsa-Muskogee-Bartlesville,OK
Okmulgee County,Oklahoma,Tulsa-Muskogee-Bartlesville,OK
Osage County,Oklahoma,Tulsa-Muskogee-Bartlesville,OK
Pawnee County,Oklahoma,Tulsa-Muskogee-Bartlesville,OK
Rogers County,Oklahoma,Tulsa-Muskogee-Bartlesville,OK
Tulsa County,Oklahoma,Tulsa-Muskogee-Bartlesville,OK
Wagoner County,Oklahoma,Tulsa-Muskogee-Bartlesville,OK
Itawamba County,Mississippi,Tupelo-Corinth,MS
Lee County,Mississippi,Tupelo-Corinth,MS
Pontotoc County,Mississippi,Tupelo-Corinth,MS
Prentiss County,Mississippi,Tupelo-Corinth,MS
Greene County,Alabama,,
Hale County,Alabama,,
Pickens County,Alabama,,
Tuscaloosa County,Alabama,,
Jerome County,Idaho,,
Twin Falls County,Idaho,,
Smith County,Texas,Tyler-Jacksonville,TX
Mendocino County,California,,
Union County,South Carolina,Greenville-Spartanburg-Anderson,SC
Obion County,Tennessee,Martin-Union City,TN
Champaign County,Ohio,Dayton-Springfield-Kettering,OH
Honolulu County,Hawaii,,
Herkimer County,New York,,
Oneida County,New York,,
Uvalde County,Texas,,
Brooks County,Georgia,,
Echols County,Georgia,,
Lanier County,Georgia,,
Lowndes County,Georgia,,
Solano County,California,San Jose-San Francisco-Oakland,CA
Solano County,California,San Jose-San Francisco-Oakland,CA
Van Wert County,Ohio,Lima-Van Wert-Celina,OH
Clay County,South Dakota,,
Uintah County,Utah,,
Wilbarger County,Texas,,
Warren County,Mississippi,Jackson-Vicksburg-Brookhaven,MS
Goliad County,Texas,Victoria-Port Lavaca,TX
Victoria County,Texas,Victoria-Port Lavaca,TX
Montgomery County,Georgia,,
Toombs County,Georgia,,
Knox County,Indiana,,
Cumberland County,New Jersey,Philadelphia-Reading-Camden,PA-NJ-DE-MD
Dukes County,Massachusetts,,
Camden County,North Carolina,Virginia Beach-Norfolk,VA-NC
Currituck County,North Carolina,Virginia Beach-Norfolk,VA-NC
Gates County,North Carolina,Virginia Beach-Norfolk,VA-NC
Gloucester County,Virginia,Virginia Beach-Norfolk,VA-NC
Isle of Wight County,Virginia,Virginia Beach-Norfolk,VA-NC
James City County,Virginia,Virginia Beach-Norfolk,VA-NC
Mathews County,Virginia,Virginia Beach-Norfolk,VA-NC
Southampton County,Virginia,Virginia Beach-Norfolk,VA-NC
York County,Virginia,Virginia Beach-Norfolk,VA-NC
Chesapeake city,Virginia,Virginia Beach-Norfolk,VA-NC
Franklin city,Virginia,Virginia Beach-Norfolk,VA-NC
Hampton city,Virginia,Virginia Beach-Norfolk,VA-NC
Newport News city,Virginia,Virginia Beach-Norfolk,VA-NC
Norfolk city,Virginia,Virginia Beach-Norfolk,VA-NC
Poquoson city,Virginia,Virginia Beach-Norfolk,VA-NC
Portsmouth city,Virginia,Virginia Beach-Norfolk,VA-NC
Suffolk city,Virginia,Virginia Beach-Norfolk,VA-NC
Virginia Beach city,Virginia,Virginia Beach-Norfolk,VA-NC
Williamsburg city,Virginia,Virginia Beach-Norfolk,VA-NC
Tulare County,California,,
Wabash County,Indiana,,
Falls County,Texas,,
McLennan County,Texas,,
Wilkin County,Minnesota,Fargo-Wahpeton,ND-MN
Richland County,North Dakota,Fargo-Wahpeton,ND-MN
Walla Walla County,Washington,Kennewick-Richland-Walla Walla,WA
Auglaize County,Ohio,Lima-Van Wert-Celina,OH
Auglaize County,Ohio,Lima-Van Wert-Celina,OH
Houston County,Georgia,Macon-Bibb County--Warner Robins,GA
Houston County,Georgia,Macon-Bibb County--Warner Robins,GA
Peach County,Georgia,Macon-Bibb County--Warner Robins,GA
Peach County,Georgia,Macon-Bibb County--Warner Robins,GA
Warren County,Pennsylvania,,
Johnson County,Missouri,Kansas City-Overland Park-Kansas City,MO-KS
Kosciusko County,Indiana,South Bend-Elkhart-Mishawaka,IN-MI
Daviess County,Indiana,,
Beaufort County,North Carolina,Greenville-Kinston-Washington,NC
Frederick County,Maryland,Washington-Baltimore-Arlington,DC-MD-VA-WV-PA
Montgomery County,Maryland,Washington-Baltimore-Arlington,DC-MD-VA-WV-PA
District of Columbia,District of Columbia,Washington-Baltimore-Arlington,DC-MD-VA-WV-PA
Calvert County,Maryland,Washington-Baltimore-Arlington,DC-MD-VA-WV-PA
Charles County,Maryland,Washington-Baltimore-Arlington,DC-MD-VA-WV-PA
Prince George's County,Maryland,Washington-Baltimore-Arlington,DC-MD-VA-WV-PA
Arlington County,Virginia,Washington-Baltimore-Arlington,DC-MD-VA-WV-PA
Clarke County,Virginia,Washington-Baltimore-Arlington,DC-MD-VA-WV-PA
Culpeper County,Virginia,Washington-Baltimore-Arlington,DC-MD-VA-WV-PA
Fairfax County,Virginia,Washington-Baltimore-Arlington,DC-MD-VA-WV-PA
Fauquier County,Virginia,Washington-Baltimore-Arlington,DC-MD-VA-WV-PA
Loudoun County,Virginia,Washington-Baltimore-Arlington,DC-MD-VA-WV-PA
Madison County,Virginia,Washington-Baltimore-Arlington,DC-MD-VA-WV-PA
Prince William County,Virginia,Washington-Baltimore-Arlington,DC-MD-VA-WV-PA
Rappahannock County,Virginia,Washington-Baltimore-Arlington,DC-MD-VA-WV-PA
Spotsylvania County,Virginia,Washington-Baltimore-Arlington,DC-MD-VA-WV-PA
Stafford County,Virginia,Washington-Baltimore-Arlington,DC-MD-VA-WV-PA
Warren County,Virginia,Washington-Baltimore-Arlington,DC-MD-VA-WV-PA
Alexandria city,Virginia,Washington-Baltimore-Arlington,DC-MD-VA-WV-PA
Fairfax city,Virginia,Washington-Baltimore-Arlington,DC-MD-VA-WV-PA
Falls Church city,Virginia,Washington-Baltimore-Arlington,DC-MD-VA-WV-PA
Fredericksburg city,Virginia,Washington-Baltimore-Arlington,DC-MD-VA-WV-PA
Manassas city,Virginia,Washington-Baltimore-Arlington,DC-MD-VA-WV-PA
Manassas Park city,Virginia,Washington-Baltimore-Arlington,DC-MD-VA-WV-PA
Jefferson County,West Virginia,Washington-Baltimore-Arlington,DC-MD-VA-WV-PA
Fayette County,Ohio,Columbus-Marion-Zanesville,OH
Black Hawk County,Iowa,,
Bremer County,Iowa,,
Grundy County,Iowa,,
Codington County,South Dakota,,
Hamlin County,South Dakota,,
Jefferson County,Wisconsin,Milwaukee-Racine-Waukesha,WI
Jefferson County,New York,,
Hardee County,Florida,Orlando-Lakeland-Deltona,FL
Lincoln County,Wisconsin,Wausau-Stevens Point-Wisconsin Rapids,WI
Marathon County,Wisconsin,Wausau-Stevens Point-Wisconsin Rapids,WI
Pierce County,Georgia,,
Ware County,Georgia,,
Custer County,Oklahoma,,
Jefferson County,Ohio,Pittsburgh-New Castle-Weirton,PA-OH-WV
Brooke County,West Virginia,Pittsburgh-New Castle-Weirton,PA-OH-WV
Hancock County,West Virginia,Pittsburgh-New Castle-Weirton,PA-OH-WV
Chelan County,Washington,,
Douglas County,Washington,,
Howell County,Missouri,,
Clay County,Mississippi,Columbus-West Point,MS
Belmont County,Ohio,,
Marshall County,West Virginia,,
Ohio County,West Virginia,,
Walworth County,Wisconsin,Milwaukee-Racine-Waukesha,WI
Butler County,Kansas,Wichita-Winfield,KS
Harvey County,Kansas,Wichita-Winfield,KS
Sedgwick County,Kansas,Wichita-Winfield,KS
Sumner County,Kansas,Wichita-Winfield,KS
Archer County,Texas,,
Clay County,Texas,,
Wichita County,Texas,,
Lycoming County,Pennsylvania,Williamsport-Lock Haven,PA
Williams County,North Dakota,,
Kandiyohi County,Minnesota,,
New Hanover County,North Carolina,Myrtle Beach-Conway,SC-NC
New Hanover County,North Carolina,,
Pender County,North Carolina,,
Clinton County,Ohio,Cincinnati-Wilmington-Maysville,OH-KY-IN
Wilson County,North Carolina,Rocky Mount-Wilson-Roanoke Rapids,NC
Frederick County,Virginia,Washington-Baltimore-Arlington,DC-MD-VA-WV-PA
Winchester city,Virginia,Washington-Baltimore-Arlington,DC-MD-VA-WV-PA
Hampshire County,West Virginia,Washington-Baltimore-Arlington,DC-MD-VA-WV-PA
Cowley County,Kansas,Wichita-Winfield,KS
Humboldt County,Nevada,,
Winona County,Minnesota,,
Davidson County,North Carolina,Greensboro--Winston-Salem--High Point,NC
Davie County,North Carolina,Greensboro--Winston-Salem--High Point,NC
Forsyth County,North Carolina,Greensboro--Winston-Salem--High Point,NC
Stokes County,North Carolina,Greensboro--Winston-Salem--High Point,NC
Yadkin County,North Carolina,Greensboro--Winston-Salem--High Point,NC
Wood County,Wisconsin,Wausau-Stevens Point-Wisconsin Rapids,WI
Ellis County,Oklahoma,,
Woodward County,Oklahoma,,
Wayne County,Ohio,Cleveland-Akron-Canton,OH
Windham County,Connecticut,Boston-Worcester-Providence,MA-RI-NH-CT
Worcester County,Massachusetts,Boston-Worcester-Providence,MA-RI-NH-CT
Worcester County,Massachusetts,Boston-Worcester-Providence,MA-RI-NH-CT
Worcester County,Massachusetts,,
Worcester County,Massachusetts,Boston-Worcester-Providence,MA-RI-NH-CT
Worcester County,Massachusetts,Boston-Worcester-Providence,MA-RI-NH-CT
Nobles County,Minnesota,,
Yakima County,Washington,,
Yankton County,South Dakota,,
Guánica Municipio,Puerto Rico,Ponce-Yauco-Coamo,PR
Guayanilla Municipio,Puerto Rico,Ponce-Yauco-Coamo,PR
Guayanilla Municipio,Puerto Rico,Ponce-Yauco-Coamo,PR
Peñuelas Municipio,Puerto Rico,Ponce-Yauco-Coamo,PR
Peñuelas Municipio,Puerto Rico,Ponce-Yauco-Coamo,PR
Yauco Municipio,Puerto Rico,Ponce-Yauco-Coamo,PR
Yauco Municipio,Puerto Rico,Ponce-Yauco-Coamo,PR
York County,Pennsylvania,Harrisburg-York-Lebanon,PA
Mahoning County,Ohio,Youngstown-Warren,OH-PA
Trumbull County,Ohio,Youngstown-Warren,OH-PA
Mercer County,Pennsylvania,Youngstown-Warren,OH-PA
Sutter County,California,Sacramento-Roseville,CA
Yuba County,California,Sacramento-Roseville,CA
Yuma County,Arizona,,
Muskingum County,Ohio,Columbus-Marion-Zanesville,OH
Zapata County,Texas,,
