numfips,csa_f_a,name_csa_f_a
46013,10100,"Aberdeen, SD"
46045,10100,"Aberdeen, SD"
53027,10140,"Aberdeen, WA"
48059,10180,"Abilene, TX"
48253,10180,"Abilene, TX"
48441,10180,"Abilene, TX"
40123,10220,"Ada, OK"
26091,100220,"Detroit-Warren-Ann Arbor, MI"
72003,10380,"Aguadilla-Isabela, PR"
72005,10380,"Aguadilla-Isabela, PR"
72011,10380,"Aguadilla-Isabela, PR"
72071,10380,"Aguadilla-Isabela, PR"
72081,10380,"Aguadilla-Isabela, PR"
72099,10380,"Aguadilla-Isabela, PR"
72117,10380,"Aguadilla-Isabela, PR"
72131,10380,"Aguadilla-Isabela, PR"
72141,10380,"Aguadilla-Isabela, PR"
39133,100184,"Cleveland-Akron-Canton, OH"
39153,100184,"Cleveland-Akron-Canton, OH"
35035,10460,"Alamogordo, NM"
13095,10500,"Albany, GA"
13177,10500,"Albany, GA"
13273,10500,"Albany, GA"
13321,10500,"Albany, GA"
41043,100440,"Portland-Vancouver-Salem, OR-WA"
36001,100104,"Albany-Schenectady, NY"
36083,100104,"Albany-Schenectady, NY"
36091,100104,"Albany-Schenectady, NY"
36093,100104,"Albany-Schenectady, NY"
36095,100104,"Albany-Schenectady, NY"
37167,100172,"Charlotte-Concord, NC-SC"
27047,10660,"Albert Lea, MN"
1095,10700,"Albertville, AL"
35001,100106,"Albuquerque-Santa Fe-Las Vegas, NM"
35043,100106,"Albuquerque-Santa Fe-Las Vegas, NM"
35057,100106,"Albuquerque-Santa Fe-Las Vegas, NM"
35061,100106,"Albuquerque-Santa Fe-Las Vegas, NM"
1037,100388,"Montgomery-Selma-Alexander City, AL"
1123,100388,"Montgomery-Selma-Alexander City, AL"
22043,10780,"Alexandria, LA"
22079,10780,"Alexandria, LA"
27041,10820,"Alexandria, MN"
48131,100204,"Corpus Christi-Kingsville-Alice, TX"
48249,100204,"Corpus Christi-Kingsville-Alice, TX"
34041,10900,"Allentown-Bethlehem-Easton, PA-NJ"
42025,10900,"Allentown-Bethlehem-Easton, PA-NJ"
42077,10900,"Allentown-Bethlehem-Easton, PA-NJ"
42095,10900,"Allentown-Bethlehem-Easton, PA-NJ"
26057,100394,"Mount Pleasant-Alma, MI"
26007,10980,"Alpena, MI"
42013,100107,"Altoona-Huntingdon, PA"
40065,11060,"Altus, OK"
48011,100108,"Amarillo-Pampa-Borger, TX"
48065,100108,"Amarillo-Pampa-Borger, TX"
48359,100108,"Amarillo-Pampa-Borger, TX"
48375,100108,"Amarillo-Pampa-Borger, TX"
48381,100108,"Amarillo-Pampa-Borger, TX"
13249,11140,"Americus, GA"
13261,11140,"Americus, GA"
19015,100218,"Des Moines-Ames-West Des Moines, IA"
19169,100218,"Des Moines-Ames-West Des Moines, IA"
36057,100104,"Albany-Schenectady, NY"
2020,11260,"Anchorage, AK"
2170,11260,"Anchorage, AK"
48003,11380,"Andrews, TX"
18151,100258,"Fort Wayne-Huntington-Auburn, IN"
26161,100220,"Detroit-Warren-Ann Arbor, MI"
1015,11500,"Anniston-Oxford, AL"
55015,100118,"Appleton-Oshkosh-Neenah, WI"
55087,100118,"Appleton-Oshkosh-Neenah, WI"
12027,100412,"North Port-Sarasota, FL"
40019,11620,"Ardmore, OK"
40085,11620,"Ardmore, OK"
72013,100490,"San Juan-Bayamón, PR"
72027,100490,"San Juan-Bayamón, PR"
72065,100490,"San Juan-Bayamón, PR"
72115,100490,"San Juan-Bayamón, PR"
5019,11660,"Arkadelphia, AR"
37021,100120,"Asheville-Marion-Brevard, NC"
37087,100120,"Asheville-Marion-Brevard, NC"
37089,100120,"Asheville-Marion-Brevard, NC"
37115,100120,"Asheville-Marion-Brevard, NC"
39005,100360,"Mansfield-Ashland-Bucyrus, OH"
39007,100184,"Cleveland-Akron-Canton, OH"
41007,11820,"Astoria, OR"
20005,100312,"Kansas City-Overland Park-Kansas City, MO-KS"
39009,11900,"Athens, OH"
47107,100174,"Chattanooga-Cleveland-Dalton, TN-GA"
48213,100206,"Dallas-Fort Worth, TX-OK"
13059,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
13195,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
13219,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
13221,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
13013,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
13015,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
13035,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
13045,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
13057,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
13063,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
13067,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
13077,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
13085,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
13089,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
13097,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
13113,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
13117,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
13121,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
13135,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
13143,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
13149,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
13151,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
13159,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
13171,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
13199,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
13211,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
13217,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
13223,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
13227,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
13231,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
13247,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
13255,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
13297,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
34001,100428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
1053,100426,"Pensacola-Ferry Pass, FL-AL"
18033,100258,"Fort Wayne-Huntington-Auburn, IN"
36011,100532,"Syracuse-Auburn, NY"
1081,100194,"Columbus-Auburn-Opelika, GA-AL"
13033,12260,"Augusta-Richmond County, GA-SC"
13073,12260,"Augusta-Richmond County, GA-SC"
13181,12260,"Augusta-Richmond County, GA-SC"
13189,12260,"Augusta-Richmond County, GA-SC"
13245,12260,"Augusta-Richmond County, GA-SC"
45003,12260,"Augusta-Richmond County, GA-SC"
45037,12260,"Augusta-Richmond County, GA-SC"
23011,12300,"Augusta-Waterville, ME"
27099,100462,"Rochester-Austin, MN"
48021,12420,"Austin-Round Rock-Georgetown, TX"
48055,12420,"Austin-Round Rock-Georgetown, TX"
48209,12420,"Austin-Round Rock-Georgetown, TX"
48453,12420,"Austin-Round Rock-Georgetown, TX"
48491,12420,"Austin-Round Rock-Georgetown, TX"
13087,12460,"Bainbridge, GA"
6029,12540,"Bakersfield, CA"
24003,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
24005,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
24013,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
24025,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
24027,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
24035,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
24510,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
23019,12620,"Bangor, ME"
55111,100357,"Madison-Janesville-Beloit, WI"
21179,100350,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN"
25001,100148,"Boston-Worcester-Providence, MA-RI-NH-CT"
50023,100162,"Burlington-South Burlington-Barre, VT"
40147,100538,"Tulsa-Muskogee-Bartlesville, OK"
36037,100464,"Rochester-Batavia-Seneca Falls, NY"
5063,12900,"Batesville, AR"
5135,12900,"Batesville, AR"
22005,12940,"Baton Rouge, LA"
22007,12940,"Baton Rouge, LA"
22033,12940,"Baton Rouge, LA"
22037,12940,"Baton Rouge, LA"
22047,12940,"Baton Rouge, LA"
22063,12940,"Baton Rouge, LA"
22077,12940,"Baton Rouge, LA"
22091,12940,"Baton Rouge, LA"
22121,12940,"Baton Rouge, LA"
22125,12940,"Baton Rouge, LA"
26025,100310,"Kalamazoo-Battle Creek-Portage, MI"
26017,100474,"Saginaw-Midland-Bay City, MI"
48321,100288,"Houston-The Woodlands, TX"
31067,100339,"Lincoln-Beatrice, NE"
48199,13140,"Beaumont-Port Arthur, TX"
48245,13140,"Beaumont-Port Arthur, TX"
48361,13140,"Beaumont-Port Arthur, TX"
55027,100376,"Milwaukee-Racine-Waukesha, WI"
54019,13220,"Beckley, WV"
54081,13220,"Beckley, WV"
18093,100144,"Bloomington-Bedford, IN"
48025,13300,"Beeville, TX"
39091,100198,"Columbus-Marion-Zanesville, OH"
53073,13380,"Bellingham, WA"
27007,13420,"Bemidji, MN"
41017,100140,"Bend-Prineville, OR"
45069,13500,"Bennettsville, SC"
50003,13540,"Bennington, VT"
33007,13620,"Berlin, NH"
26107,100266,"Grand Rapids-Kentwood-Muskegon, MI"
48227,13700,"Big Spring, TX"
51195,13720,"Big Stone Gap, VA"
51720,13720,"Big Stone Gap, VA"
30009,13740,"Billings, MT"
30095,13740,"Billings, MT"
30111,13740,"Billings, MT"
36007,13780,"Binghamton, NY"
36107,13780,"Binghamton, NY"
1007,100142,"Birmingham-Hoover-Talladega, AL"
1009,100142,"Birmingham-Hoover-Talladega, AL"
1021,100142,"Birmingham-Hoover-Talladega, AL"
1073,100142,"Birmingham-Hoover-Talladega, AL"
1115,100142,"Birmingham-Hoover-Talladega, AL"
1117,100142,"Birmingham-Hoover-Talladega, AL"
38015,13900,"Bismarck, ND"
38059,13900,"Bismarck, ND"
38065,13900,"Bismarck, ND"
16011,100292,"Idaho Falls-Rexburg-Blackfoot, ID"
51071,13980,"Blacksburg-Christiansburg, VA"
51121,13980,"Blacksburg-Christiansburg, VA"
51155,13980,"Blacksburg-Christiansburg, VA"
51750,13980,"Blacksburg-Christiansburg, VA"
17113,100145,"Bloomington-Pontiac, IL"
18105,100144,"Bloomington-Bedford, IN"
18119,100144,"Bloomington-Bedford, IN"
42037,100146,"Bloomsburg-Berwick-Sunbury, PA"
42093,100146,"Bloomsburg-Berwick-Sunbury, PA"
51021,14140,"Bluefield, WV-VA"
51185,14140,"Bluefield, WV-VA"
54055,14140,"Bluefield, WV-VA"
18179,100258,"Fort Wayne-Huntington-Auburn, IN"
5093,14180,"Blytheville, AR"
22117,100406,"New Orleans-Metairie-Hammond, LA-MS"
16001,100147,"Boise City-Mountain Home-Ontario, ID-OR"
16015,100147,"Boise City-Mountain Home-Ontario, ID-OR"
16027,100147,"Boise City-Mountain Home-Ontario, ID-OR"
16045,100147,"Boise City-Mountain Home-Ontario, ID-OR"
16073,100147,"Boise City-Mountain Home-Ontario, ID-OR"
48147,100206,"Dallas-Fort Worth, TX-OK"
37189,14380,"Boone, NC"
48233,100108,"Amarillo-Pampa-Borger, TX"
25021,100148,"Boston-Worcester-Providence, MA-RI-NH-CT"
25023,100148,"Boston-Worcester-Providence, MA-RI-NH-CT"
25025,100148,"Boston-Worcester-Providence, MA-RI-NH-CT"
25009,100148,"Boston-Worcester-Providence, MA-RI-NH-CT"
25017,100148,"Boston-Worcester-Providence, MA-RI-NH-CT"
33015,100148,"Boston-Worcester-Providence, MA-RI-NH-CT"
33017,100148,"Boston-Worcester-Providence, MA-RI-NH-CT"
8013,100216,"Denver-Aurora, CO"
21003,100150,"Bowling Green-Glasgow, KY"
21031,100150,"Bowling Green-Glasgow, KY"
21061,100150,"Bowling Green-Glasgow, KY"
21227,100150,"Bowling Green-Glasgow, KY"
30031,14580,"Bozeman, MT"
42083,14620,"Bradford, PA"
27021,14660,"Brainerd, MN"
27035,14660,"Brainerd, MN"
29213,14700,"Branson, MO"
8117,14720,"Breckenridge, CO"
53035,100500,"Seattle-Tacoma, WA"
48477,100288,"Houston-The Woodlands, TX"
37175,100120,"Asheville-Marion-Brevard, NC"
9001,100408,"New York-Newark, NY-NJ-CT-PA"
28085,100298,"Jackson-Vicksburg-Brookhaven, MS"
41015,15060,"Brookings, OR"
46011,15100,"Brookings, SD"
47075,100297,"Jackson-Brownsville, TN"
48061,100154,"Brownsville-Harlingen-Raymondville, TX"
48049,15220,"Brownwood, TX"
13025,15260,"Brunswick, GA"
13127,15260,"Brunswick, GA"
13191,15260,"Brunswick, GA"
39033,100360,"Mansfield-Ashland-Bucyrus, OH"
36029,100160,"Buffalo-Cheektowaga-Olean, NY"
36063,100160,"Buffalo-Cheektowaga-Olean, NY"
16031,15420,"Burley, ID"
16067,15420,"Burley, ID"
17071,100161,"Burlington-Fort Madison-Keokuk, IA-IL-MO"
19057,100161,"Burlington-Fort Madison-Keokuk, IA-IL-MO"
37001,100268,"Greensboro--Winston-Salem--High Point, NC"
50007,100162,"Burlington-South Burlington-Barre, VT"
50011,100162,"Burlington-South Burlington-Barre, VT"
50013,100162,"Burlington-South Burlington-Barre, VT"
30093,15580,"Butte-Silver Bow, MT"
26113,15620,"Cadillac, MI"
26165,15620,"Cadillac, MI"
13129,100174,"Chattanooga-Cleveland-Dalton, TN-GA"
24037,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
24019,100480,"Salisbury-Cambridge, MD-DE"
39059,100198,"Columbus-Marion-Zanesville, OH"
5013,15780,"Camden, AR"
5103,15780,"Camden, AR"
21087,15820,"Campbellsville, KY"
21217,15820,"Campbellsville, KY"
8043,100444,"Pueblo-Cañon City, CO"
39019,100184,"Cleveland-Akron-Canton, OH"
39151,100184,"Cleveland-Akron-Canton, OH"
12071,100163,"Cape Coral-Fort Myers-Naples, FL"
17003,100164,"Cape Girardeau-Sikeston, MO-IL"
29017,100164,"Cape Girardeau-Sikeston, MO-IL"
29031,100164,"Cape Girardeau-Sikeston, MO-IL"
17077,16060,"Carbondale-Marion, IL"
17087,16060,"Carbondale-Marion, IL"
17199,16060,"Carbondale-Marion, IL"
35015,16100,"Carlsbad-Artesia, NM"
19027,16140,"Carroll, IA"
32510,100456,"Reno-Carson City-Fernley, NV"
56025,16220,"Casper, WY"
49021,16260,"Cedar City, UT"
19011,100168,"Cedar Rapids-Iowa City, IA"
19105,100168,"Cedar Rapids-Iowa City, IA"
19113,100168,"Cedar Rapids-Iowa City, IA"
13233,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
39107,100338,"Lima-Van Wert-Celina, OH"
21177,16420,"Central City, KY"
17121,100476,"St. Louis-St. Charles-Farmington, MO-IL"
53041,100500,"Seattle-Tacoma, WA"
42055,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
17019,16580,"Champaign-Urbana, IL"
17147,16580,"Champaign-Urbana, IL"
54005,100170,"Charleston-Huntington-Ashland, WV-OH-KY"
54015,100170,"Charleston-Huntington-Ashland, WV-OH-KY"
54035,100170,"Charleston-Huntington-Ashland, WV-OH-KY"
54039,100170,"Charleston-Huntington-Ashland, WV-OH-KY"
54043,100170,"Charleston-Huntington-Ashland, WV-OH-KY"
17029,16660,"Charleston-Mattoon, IL"
17035,16660,"Charleston-Mattoon, IL"
45015,16700,"Charleston-North Charleston, SC"
45019,16700,"Charleston-North Charleston, SC"
45035,16700,"Charleston-North Charleston, SC"
37007,100172,"Charlotte-Concord, NC-SC"
37025,100172,"Charlotte-Concord, NC-SC"
37071,100172,"Charlotte-Concord, NC-SC"
37097,100172,"Charlotte-Concord, NC-SC"
37109,100172,"Charlotte-Concord, NC-SC"
37119,100172,"Charlotte-Concord, NC-SC"
37159,100172,"Charlotte-Concord, NC-SC"
37179,100172,"Charlotte-Concord, NC-SC"
45023,100172,"Charlotte-Concord, NC-SC"
45057,100172,"Charlotte-Concord, NC-SC"
45091,100172,"Charlotte-Concord, NC-SC"
51003,16820,"Charlottesville, VA"
51065,16820,"Charlottesville, VA"
51079,16820,"Charlottesville, VA"
51125,16820,"Charlottesville, VA"
51540,16820,"Charlottesville, VA"
13047,100174,"Chattanooga-Cleveland-Dalton, TN-GA"
13083,100174,"Chattanooga-Cleveland-Dalton, TN-GA"
13295,100174,"Chattanooga-Cleveland-Dalton, TN-GA"
47065,100174,"Chattanooga-Cleveland-Dalton, TN-GA"
47115,100174,"Chattanooga-Cleveland-Dalton, TN-GA"
47153,100174,"Chattanooga-Cleveland-Dalton, TN-GA"
56021,16940,"Cheyenne, WY"
17031,100176,"Chicago-Naperville, IL-IN-WI"
17043,100176,"Chicago-Naperville, IL-IN-WI"
17063,100176,"Chicago-Naperville, IL-IN-WI"
17111,100176,"Chicago-Naperville, IL-IN-WI"
17197,100176,"Chicago-Naperville, IL-IN-WI"
17037,100176,"Chicago-Naperville, IL-IN-WI"
17089,100176,"Chicago-Naperville, IL-IN-WI"
17093,100176,"Chicago-Naperville, IL-IN-WI"
18073,100176,"Chicago-Naperville, IL-IN-WI"
18089,100176,"Chicago-Naperville, IL-IN-WI"
18111,100176,"Chicago-Naperville, IL-IN-WI"
18127,100176,"Chicago-Naperville, IL-IN-WI"
17097,100176,"Chicago-Naperville, IL-IN-WI"
55059,100176,"Chicago-Naperville, IL-IN-WI"
6007,17020,"Chico, CA"
39141,100198,"Columbus-Marion-Zanesville, OH"
18029,100178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
18047,100178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
18115,100178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
18161,100178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
21015,100178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
21023,100178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
21037,100178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
21077,100178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
21081,100178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
21117,100178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
21191,100178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
39015,100178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
39017,100178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
39025,100178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
39061,100178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
39165,100178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
54017,17220,"Clarksburg, WV"
54033,17220,"Clarksburg, WV"
54091,17220,"Clarksburg, WV"
28027,17260,"Clarksdale, MS"
21047,17300,"Clarksville, TN-KY"
21221,17300,"Clarksville, TN-KY"
47125,17300,"Clarksville, TN-KY"
47161,17300,"Clarksville, TN-KY"
6033,17340,"Clearlake, CA"
28011,100185,"Cleveland-Indianola, MS"
47011,100174,"Chattanooga-Cleveland-Dalton, TN-GA"
47139,100174,"Chattanooga-Cleveland-Dalton, TN-GA"
39035,100184,"Cleveland-Akron-Canton, OH"
39055,100184,"Cleveland-Akron-Canton, OH"
39085,100184,"Cleveland-Akron-Canton, OH"
39093,100184,"Cleveland-Akron-Canton, OH"
39103,100184,"Cleveland-Akron-Canton, OH"
12051,100163,"Cape Coral-Fort Myers-Naples, FL"
19045,100209,"Davenport-Moline, IA-IL"
35009,100188,"Clovis-Portales, NM"
72043,100434,"Ponce-Yauco-Coamo, PR"
72123,100490,"San Juan-Bayamón, PR"
16055,100518,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
20125,17700,"Coffeyville, KS"
26023,100310,"Kalamazoo-Battle Creek-Portage, MI"
48041,17780,"College Station-Bryan, TX"
48051,17780,"College Station-Bryan, TX"
48395,17780,"College Station-Bryan, TX"
8041,17820,"Colorado Springs, CO"
8119,17820,"Colorado Springs, CO"
29019,100190,"Columbia-Moberly-Mexico, MO"
29053,100190,"Columbia-Moberly-Mexico, MO"
29089,100190,"Columbia-Moberly-Mexico, MO"
45017,100192,"Columbia-Orangeburg-Newberry, SC"
45039,100192,"Columbia-Orangeburg-Newberry, SC"
45055,100192,"Columbia-Orangeburg-Newberry, SC"
45063,100192,"Columbia-Orangeburg-Newberry, SC"
45079,100192,"Columbia-Orangeburg-Newberry, SC"
45081,100192,"Columbia-Orangeburg-Newberry, SC"
1113,100194,"Columbus-Auburn-Opelika, GA-AL"
13053,100194,"Columbus-Auburn-Opelika, GA-AL"
13145,100194,"Columbus-Auburn-Opelika, GA-AL"
13197,100194,"Columbus-Auburn-Opelika, GA-AL"
13215,100194,"Columbus-Auburn-Opelika, GA-AL"
13259,100194,"Columbus-Auburn-Opelika, GA-AL"
13263,100194,"Columbus-Auburn-Opelika, GA-AL"
18005,100294,"Indianapolis-Carmel-Muncie, IN"
28087,100200,"Columbus-West Point, MS"
31141,18100,"Columbus, NE"
39041,100198,"Columbus-Marion-Zanesville, OH"
39045,100198,"Columbus-Marion-Zanesville, OH"
39049,100198,"Columbus-Marion-Zanesville, OH"
39073,100198,"Columbus-Marion-Zanesville, OH"
39089,100198,"Columbus-Marion-Zanesville, OH"
39097,100198,"Columbus-Marion-Zanesville, OH"
39117,100198,"Columbus-Marion-Zanesville, OH"
39127,100198,"Columbus-Marion-Zanesville, OH"
39129,100198,"Columbus-Marion-Zanesville, OH"
39159,100198,"Columbus-Marion-Zanesville, OH"
33013,100148,"Boston-Worcester-Providence, MA-RI-NH-CT"
18041,100458,"Richmond-Connersville, IN"
47087,18260,"Cookeville, TN"
47133,18260,"Cookeville, TN"
47141,18260,"Cookeville, TN"
41011,18300,"Coos Bay, OR"
13081,18380,"Cordele, GA"
28003,100539,"Tupelo-Corinth, MS"
13137,100122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
36101,100236,"Elmira-Corning, NY"
48355,100204,"Corpus Christi-Kingsville-Alice, TX"
48409,100204,"Corpus Christi-Kingsville-Alice, TX"
48349,100206,"Dallas-Fort Worth, TX-OK"
36023,100296,"Ithaca-Cortland, NY"
41003,100440,"Portland-Vancouver-Salem, OR-WA"
39031,18740,"Coshocton, OH"
8081,100525,"Steamboat Springs-Craig, CO"
18107,100294,"Indianapolis-Carmel-Muncie, IN"
6015,18860,"Crescent City, CA"
12091,18880,"Crestview-Fort Walton Beach-Destin, FL"
12131,18880,"Crestview-Fort Walton Beach-Destin, FL"
47035,18900,"Crossville, TN"
1043,100142,"Birmingham-Hoover-Talladega, AL"
37099,19000,"Cullowhee, NC"
37173,19000,"Cullowhee, NC"
24001,19060,"Cumberland, MD-WV"
54057,19060,"Cumberland, MD-WV"
48085,100206,"Dallas-Fort Worth, TX-OK"
48113,100206,"Dallas-Fort Worth, TX-OK"
48121,100206,"Dallas-Fort Worth, TX-OK"
48139,100206,"Dallas-Fort Worth, TX-OK"
48231,100206,"Dallas-Fort Worth, TX-OK"
48257,100206,"Dallas-Fort Worth, TX-OK"
48397,100206,"Dallas-Fort Worth, TX-OK"
48251,100206,"Dallas-Fort Worth, TX-OK"
48367,100206,"Dallas-Fort Worth, TX-OK"
48439,100206,"Dallas-Fort Worth, TX-OK"
48497,100206,"Dallas-Fort Worth, TX-OK"
13213,100174,"Chattanooga-Cleveland-Dalton, TN-GA"
13313,100174,"Chattanooga-Cleveland-Dalton, TN-GA"
17183,19180,"Danville, IL"
21021,19220,"Danville, KY"
21137,19220,"Danville, KY"
51143,19260,"Danville, VA"
51590,19260,"Danville, VA"
1003,100380,"Mobile-Daphne-Fairhope, AL"
17073,100209,"Davenport-Moline, IA-IL"
17131,100209,"Davenport-Moline, IA-IL"
17161,100209,"Davenport-Moline, IA-IL"
19163,100209,"Davenport-Moline, IA-IL"
47143,100174,"Chattanooga-Cleveland-Dalton, TN-GA"
39057,100212,"Dayton-Springfield-Kettering, OH"
39109,100212,"Dayton-Springfield-Kettering, OH"
39113,100212,"Dayton-Springfield-Kettering, OH"
1079,100290,"Huntsville-Decatur, AL"
1103,100290,"Huntsville-Decatur, AL"
17115,19500,"Decatur, IL"
18001,100258,"Fort Wayne-Huntington-Auburn, IN"
39039,19580,"Defiance, OH"
48465,19620,"Del Rio, TX"
12035,100422,"Orlando-Lakeland-Deltona, FL"
12127,100422,"Orlando-Lakeland-Deltona, FL"
35029,19700,"Deming, NM"
8001,100216,"Denver-Aurora, CO"
8005,100216,"Denver-Aurora, CO"
8014,100216,"Denver-Aurora, CO"
8019,100216,"Denver-Aurora, CO"
8031,100216,"Denver-Aurora, CO"
8035,100216,"Denver-Aurora, CO"
8039,100216,"Denver-Aurora, CO"
8047,100216,"Denver-Aurora, CO"
8059,100216,"Denver-Aurora, CO"
8093,100216,"Denver-Aurora, CO"
22011,100217,"DeRidder-Fort Polk South, LA"
19049,100218,"Des Moines-Ames-West Des Moines, IA"
19077,100218,"Des Moines-Ames-West Des Moines, IA"
19099,100218,"Des Moines-Ames-West Des Moines, IA"
19121,100218,"Des Moines-Ames-West Des Moines, IA"
19153,100218,"Des Moines-Ames-West Des Moines, IA"
19181,100218,"Des Moines-Ames-West Des Moines, IA"
26163,100220,"Detroit-Warren-Ann Arbor, MI"
26087,100220,"Detroit-Warren-Ann Arbor, MI"
26093,100220,"Detroit-Warren-Ann Arbor, MI"
26099,100220,"Detroit-Warren-Ann Arbor, MI"
26125,100220,"Detroit-Warren-Ann Arbor, MI"
26147,100220,"Detroit-Warren-Ann Arbor, MI"
38007,19860,"Dickinson, ND"
38089,19860,"Dickinson, ND"
17103,100221,"Dixon-Sterling, IL"
20057,19980,"Dodge City, KS"
1061,100222,"Dothan-Ozark, AL"
1067,100222,"Dothan-Ozark, AL"
1069,100222,"Dothan-Ozark, AL"
13003,20060,"Douglas, GA"
13069,20060,"Douglas, GA"
10001,100428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
13167,20140,"Dublin, GA"
13175,20140,"Dublin, GA"
13283,20140,"Dublin, GA"
42033,100524,"State College-DuBois, PA"
19061,20220,"Dubuque, IA"
27017,20260,"Duluth, MN-WI"
27075,20260,"Duluth, MN-WI"
27137,20260,"Duluth, MN-WI"
55031,20260,"Duluth, MN-WI"
48341,20300,"Dumas, TX"
40137,20340,"Duncan, OK"
8067,20420,"Durango, CO"
40013,100206,"Dallas-Fort Worth, TX-OK"
37037,100450,"Raleigh-Durham-Cary, NC"
37063,100450,"Raleigh-Durham-Cary, NC"
37077,100450,"Raleigh-Durham-Cary, NC"
37135,100450,"Raleigh-Durham-Cary, NC"
37145,100450,"Raleigh-Durham-Cary, NC"
47045,20540,"Dyersburg, TN"
48323,20580,"Eagle Pass, TX"
24041,100548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
42089,100408,"New York-Newark, NY-NJ-CT-PA"
55017,100232,"Eau Claire-Menomonie, WI"
55035,100232,"Eau Claire-Menomonie, WI"
8037,100233,"Edwards-Glenwood Springs, CO"
17049,20820,"Effingham, IL"
48481,100288,"Houston-The Woodlands, TX"
6025,20940,"El Centro, CA"
5139,20980,"El Dorado, AR"
37139,100545,"Virginia Beach-Norfolk, VA-NC"
37143,100545,"Virginia Beach-Norfolk, VA-NC"
