numfips,cbsa_f_a,name_cbsa_f_a
13297,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
34001,12100,"Atlantic City-Hammonton, NJ"
1053,12120,"Atmore, AL"
18033,12140,"Auburn, IN"
36011,12180,"Auburn, NY"
1081,12220,"Auburn-Opelika, AL"
13033,12260,"Augusta-Richmond County, GA-SC"
13073,12260,"Augusta-Richmond County, GA-SC"
13181,12260,"Augusta-Richmond County, GA-SC"
13189,12260,"Augusta-Richmond County, GA-SC"
13245,12260,"Augusta-Richmond County, GA-SC"
45003,12260,"Augusta-Richmond County, GA-SC"
45037,12260,"Augusta-Richmond County, GA-SC"
23011,12300,"Augusta-Waterville, ME"
27099,12380,"Austin, MN"
48021,12420,"Austin-Round Rock-Georgetown, TX"
48055,12420,"Austin-Round Rock-Georgetown, TX"
48209,12420,"Austin-Round Rock-Georgetown, TX"
48453,12420,"Austin-Round Rock-Georgetown, TX"
48491,12420,"Austin-Round Rock-Georgetown, TX"
13087,12460,"Bainbridge, GA"
6029,12540,"Bakersfield, CA"
24003,12580,"Baltimore-Columbia-Towson, MD"
24005,12580,"Baltimore-Columbia-Towson, MD"
24013,12580,"Baltimore-Columbia-Towson, MD"
24025,12580,"Baltimore-Columbia-Towson, MD"
24027,12580,"Baltimore-Columbia-Towson, MD"
24035,12580,"Baltimore-Columbia-Towson, MD"
24510,12580,"Baltimore-Columbia-Towson, MD"
23019,12620,"Bangor, ME"
55111,12660,"Baraboo, WI"
21179,12680,"Bardstown, KY"
25001,12700,"Barnstable Town, MA"
50023,12740,"Barre, VT"
40147,12780,"Bartlesville, OK"
36037,12860,"Batavia, NY"
5063,12900,"Batesville, AR"
5135,12900,"Batesville, AR"
22005,12940,"Baton Rouge, LA"
22007,12940,"Baton Rouge, LA"
22033,12940,"Baton Rouge, LA"
22037,12940,"Baton Rouge, LA"
22047,12940,"Baton Rouge, LA"
22063,12940,"Baton Rouge, LA"
22077,12940,"Baton Rouge, LA"
22091,12940,"Baton Rouge, LA"
22121,12940,"Baton Rouge, LA"
22125,12940,"Baton Rouge, LA"
26025,12980,"Battle Creek, MI"
26017,13020,"Bay City, MI"
48321,13060,"Bay City, TX"
31067,13100,"Beatrice, NE"
48199,13140,"Beaumont-Port Arthur, TX"
48245,13140,"Beaumont-Port Arthur, TX"
48361,13140,"Beaumont-Port Arthur, TX"
55027,13180,"Beaver Dam, WI"
54019,13220,"Beckley, WV"
54081,13220,"Beckley, WV"
18093,13260,"Bedford, IN"
48025,13300,"Beeville, TX"
39091,13340,"Bellefontaine, OH"
53073,13380,"Bellingham, WA"
27007,13420,"Bemidji, MN"
41017,13460,"Bend, OR"
45069,13500,"Bennettsville, SC"
50003,13540,"Bennington, VT"
33007,13620,"Berlin, NH"
26107,13660,"Big Rapids, MI"
48227,13700,"Big Spring, TX"
51195,13720,"Big Stone Gap, VA"
51720,13720,"Big Stone Gap, VA"
30009,13740,"Billings, MT"
30095,13740,"Billings, MT"
30111,13740,"Billings, MT"
36007,13780,"Binghamton, NY"
36107,13780,"Binghamton, NY"
1007,13820,"Birmingham-Hoover, AL"
1009,13820,"Birmingham-Hoover, AL"
1021,13820,"Birmingham-Hoover, AL"
1073,13820,"Birmingham-Hoover, AL"
1115,13820,"Birmingham-Hoover, AL"
1117,13820,"Birmingham-Hoover, AL"
38015,13900,"Bismarck, ND"
38059,13900,"Bismarck, ND"
38065,13900,"Bismarck, ND"
16011,13940,"Blackfoot, ID"
51071,13980,"Blacksburg-Christiansburg, VA"
51121,13980,"Blacksburg-Christiansburg, VA"
51155,13980,"Blacksburg-Christiansburg, VA"
51750,13980,"Blacksburg-Christiansburg, VA"
17113,14010,"Bloomington, IL"
18105,14020,"Bloomington, IN"
18119,14020,"Bloomington, IN"
42037,14100,"Bloomsburg-Berwick, PA"
42093,14100,"Bloomsburg-Berwick, PA"
51021,14140,"Bluefield, WV-VA"
51185,14140,"Bluefield, WV-VA"
54055,14140,"Bluefield, WV-VA"
18179,14160,"Bluffton, IN"
5093,14180,"Blytheville, AR"
22117,14220,"Bogalusa, LA"
16001,14260,"Boise City, ID"
16015,14260,"Boise City, ID"
16027,14260,"Boise City, ID"
16045,14260,"Boise City, ID"
16073,14260,"Boise City, ID"
48147,14300,"Bonham, TX"
37189,14380,"Boone, NC"
48233,14420,"Borger, TX"
25021,14460,"Boston-Cambridge-Newton, MA-NH"
25023,14460,"Boston-Cambridge-Newton, MA-NH"
25025,14460,"Boston-Cambridge-Newton, MA-NH"
25009,14460,"Boston-Cambridge-Newton, MA-NH"
25017,14460,"Boston-Cambridge-Newton, MA-NH"
33015,14460,"Boston-Cambridge-Newton, MA-NH"
33017,14460,"Boston-Cambridge-Newton, MA-NH"
8013,14500,"Boulder, CO"
21003,14540,"Bowling Green, KY"
21031,14540,"Bowling Green, KY"
21061,14540,"Bowling Green, KY"
21227,14540,"Bowling Green, KY"
30031,14580,"Bozeman, MT"
42083,14620,"Bradford, PA"
27021,14660,"Brainerd, MN"
27035,14660,"Brainerd, MN"
29213,14700,"Branson, MO"
8117,14720,"Breckenridge, CO"
53035,14740,"Bremerton-Silverdale-Port Orchard, WA"
48477,14780,"Brenham, TX"
37175,14820,"Brevard, NC"
9001,14860,"Bridgeport-Stamford-Norwalk, CT"
28085,15020,"Brookhaven, MS"
41015,15060,"Brookings, OR"
46011,15100,"Brookings, SD"
47075,15140,"Brownsville, TN"
48061,15180,"Brownsville-Harlingen, TX"
48049,15220,"Brownwood, TX"
13025,15260,"Brunswick, GA"
13127,15260,"Brunswick, GA"
13191,15260,"Brunswick, GA"
39033,15340,"Bucyrus-Galion, OH"
36029,15380,"Buffalo-Cheektowaga, NY"
36063,15380,"Buffalo-Cheektowaga, NY"
16031,15420,"Burley, ID"
16067,15420,"Burley, ID"
17071,15460,"Burlington, IA-IL"
19057,15460,"Burlington, IA-IL"
37001,15500,"Burlington, NC"
50007,15540,"Burlington-South Burlington, VT"
50011,15540,"Burlington-South Burlington, VT"
50013,15540,"Burlington-South Burlington, VT"
30093,15580,"Butte-Silver Bow, MT"
26113,15620,"Cadillac, MI"
26165,15620,"Cadillac, MI"
13129,15660,"Calhoun, GA"
24037,15680,"California-Lexington Park, MD"
24019,15700,"Cambridge, MD"
39059,15740,"Cambridge, OH"
5013,15780,"Camden, AR"
5103,15780,"Camden, AR"
21087,15820,"Campbellsville, KY"
21217,15820,"Campbellsville, KY"
8043,15860,"Cañon City, CO"
39019,15940,"Canton-Massillon, OH"
39151,15940,"Canton-Massillon, OH"
12071,15980,"Cape Coral-Fort Myers, FL"
17003,16020,"Cape Girardeau, MO-IL"
29017,16020,"Cape Girardeau, MO-IL"
29031,16020,"Cape Girardeau, MO-IL"
17077,16060,"Carbondale-Marion, IL"
17087,16060,"Carbondale-Marion, IL"
17199,16060,"Carbondale-Marion, IL"
35015,16100,"Carlsbad-Artesia, NM"
19027,16140,"Carroll, IA"
32510,16180,"Carson City, NV"
56025,16220,"Casper, WY"
49021,16260,"Cedar City, UT"
19011,16300,"Cedar Rapids, IA"
19105,16300,"Cedar Rapids, IA"
19113,16300,"Cedar Rapids, IA"
13233,16340,"Cedartown, GA"
39107,16380,"Celina, OH"
21177,16420,"Central City, KY"
17121,16460,"Centralia, IL"
53041,16500,"Centralia, WA"
42055,16540,"Chambersburg-Waynesboro, PA"
17019,16580,"Champaign-Urbana, IL"
17147,16580,"Champaign-Urbana, IL"
54005,16620,"Charleston, WV"
54015,16620,"Charleston, WV"
54035,16620,"Charleston, WV"
54039,16620,"Charleston, WV"
54043,16620,"Charleston, WV"
17029,16660,"Charleston-Mattoon, IL"
17035,16660,"Charleston-Mattoon, IL"
45015,16700,"Charleston-North Charleston, SC"
45019,16700,"Charleston-North Charleston, SC"
45035,16700,"Charleston-North Charleston, SC"
37007,16740,"Charlotte-Concord-Gastonia, NC-SC"
37025,16740,"Charlotte-Concord-Gastonia, NC-SC"
37071,16740,"Charlotte-Concord-Gastonia, NC-SC"
37097,16740,"Charlotte-Concord-Gastonia, NC-SC"
37109,16740,"Charlotte-Concord-Gastonia, NC-SC"
37119,16740,"Charlotte-Concord-Gastonia, NC-SC"
37159,16740,"Charlotte-Concord-Gastonia, NC-SC"
37179,16740,"Charlotte-Concord-Gastonia, NC-SC"
45023,16740,"Charlotte-Concord-Gastonia, NC-SC"
45057,16740,"Charlotte-Concord-Gastonia, NC-SC"
45091,16740,"Charlotte-Concord-Gastonia, NC-SC"
51003,16820,"Charlottesville, VA"
51065,16820,"Charlottesville, VA"
51079,16820,"Charlottesville, VA"
51125,16820,"Charlottesville, VA"
51540,16820,"Charlottesville, VA"
13047,16860,"Chattanooga, TN-GA"
13083,16860,"Chattanooga, TN-GA"
13295,16860,"Chattanooga, TN-GA"
47065,16860,"Chattanooga, TN-GA"
47115,16860,"Chattanooga, TN-GA"
47153,16860,"Chattanooga, TN-GA"
56021,16940,"Cheyenne, WY"
17031,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
17043,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
17063,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
17111,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
17197,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
17037,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
17089,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
17093,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
18073,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
18089,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
18111,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
18127,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
17097,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
55059,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
6007,17020,"Chico, CA"
39141,17060,"Chillicothe, OH"
18029,17140,"Cincinnati, OH-KY-IN"
18047,17140,"Cincinnati, OH-KY-IN"
18115,17140,"Cincinnati, OH-KY-IN"
18161,17140,"Cincinnati, OH-KY-IN"
21015,17140,"Cincinnati, OH-KY-IN"
21023,17140,"Cincinnati, OH-KY-IN"
21037,17140,"Cincinnati, OH-KY-IN"
21077,17140,"Cincinnati, OH-KY-IN"
21081,17140,"Cincinnati, OH-KY-IN"
21117,17140,"Cincinnati, OH-KY-IN"
21191,17140,"Cincinnati, OH-KY-IN"
39015,17140,"Cincinnati, OH-KY-IN"
39017,17140,"Cincinnati, OH-KY-IN"
39025,17140,"Cincinnati, OH-KY-IN"
39061,17140,"Cincinnati, OH-KY-IN"
39165,17140,"Cincinnati, OH-KY-IN"
54017,17220,"Clarksburg, WV"
54033,17220,"Clarksburg, WV"
54091,17220,"Clarksburg, WV"
28027,17260,"Clarksdale, MS"
21047,17300,"Clarksville, TN-KY"
21221,17300,"Clarksville, TN-KY"
47125,17300,"Clarksville, TN-KY"
47161,17300,"Clarksville, TN-KY"
6033,17340,"Clearlake, CA"
28011,17380,"Cleveland, MS"
47011,17420,"Cleveland, TN"
47139,17420,"Cleveland, TN"
39035,17460,"Cleveland-Elyria, OH"
39055,17460,"Cleveland-Elyria, OH"
39085,17460,"Cleveland-Elyria, OH"
39093,17460,"Cleveland-Elyria, OH"
39103,17460,"Cleveland-Elyria, OH"
12051,17500,"Clewiston, FL"
19045,17540,"Clinton, IA"
35009,17580,"Clovis, NM"
72043,17620,"Coamo, PR"
72123,17640,"Coco, PR"
16055,17660,"Coeur d'Alene, ID"
20125,17700,"Coffeyville, KS"
26023,17740,"Coldwater, MI"
48041,17780,"College Station-Bryan, TX"
48051,17780,"College Station-Bryan, TX"
48395,17780,"College Station-Bryan, TX"
8041,17820,"Colorado Springs, CO"
8119,17820,"Colorado Springs, CO"
29019,17860,"Columbia, MO"
29053,17860,"Columbia, MO"
29089,17860,"Columbia, MO"
45017,17900,"Columbia, SC"
45039,17900,"Columbia, SC"
45055,17900,"Columbia, SC"
45063,17900,"Columbia, SC"
45079,17900,"Columbia, SC"
45081,17900,"Columbia, SC"
1113,17980,"Columbus, GA-AL"
13053,17980,"Columbus, GA-AL"
13145,17980,"Columbus, GA-AL"
13197,17980,"Columbus, GA-AL"
13215,17980,"Columbus, GA-AL"
13259,17980,"Columbus, GA-AL"
13263,17980,"Columbus, GA-AL"
18005,18020,"Columbus, IN"
28087,18060,"Columbus, MS"
31141,18100,"Columbus, NE"
39041,18140,"Columbus, OH"
39045,18140,"Columbus, OH"
39049,18140,"Columbus, OH"
39073,18140,"Columbus, OH"
39089,18140,"Columbus, OH"
39097,18140,"Columbus, OH"
39117,18140,"Columbus, OH"
39127,18140,"Columbus, OH"
39129,18140,"Columbus, OH"
39159,18140,"Columbus, OH"
33013,18180,"Concord, NH"
18041,18220,"Connersville, IN"
47087,18260,"Cookeville, TN"
47133,18260,"Cookeville, TN"
47141,18260,"Cookeville, TN"
41011,18300,"Coos Bay, OR"
13081,18380,"Cordele, GA"
28003,18420,"Corinth, MS"
13137,18460,"Cornelia, GA"
36101,18500,"Corning, NY"
48355,18580,"Corpus Christi, TX"
48409,18580,"Corpus Christi, TX"
48349,18620,"Corsicana, TX"
36023,18660,"Cortland, NY"
41003,18700,"Corvallis, OR"
39031,18740,"Coshocton, OH"
8081,18780,"Craig, CO"
18107,18820,"Crawfordsville, IN"
6015,18860,"Crescent City, CA"
12091,18880,"Crestview-Fort Walton Beach-Destin, FL"
12131,18880,"Crestview-Fort Walton Beach-Destin, FL"
47035,18900,"Crossville, TN"
1043,18980,"Cullman, AL"
37099,19000,"Cullowhee, NC"
37173,19000,"Cullowhee, NC"
24001,19060,"Cumberland, MD-WV"
54057,19060,"Cumberland, MD-WV"
48085,19100,"Dallas-Fort Worth-Arlington, TX"
48113,19100,"Dallas-Fort Worth-Arlington, TX"
48121,19100,"Dallas-Fort Worth-Arlington, TX"
48139,19100,"Dallas-Fort Worth-Arlington, TX"
48231,19100,"Dallas-Fort Worth-Arlington, TX"
48257,19100,"Dallas-Fort Worth-Arlington, TX"
48397,19100,"Dallas-Fort Worth-Arlington, TX"
48251,19100,"Dallas-Fort Worth-Arlington, TX"
48367,19100,"Dallas-Fort Worth-Arlington, TX"
48439,19100,"Dallas-Fort Worth-Arlington, TX"
48497,19100,"Dallas-Fort Worth-Arlington, TX"
13213,19140,"Dalton, GA"
13313,19140,"Dalton, GA"
17183,19180,"Danville, IL"
21021,19220,"Danville, KY"
21137,19220,"Danville, KY"
51143,19260,"Danville, VA"
51590,19260,"Danville, VA"
1003,19300,"Daphne-Fairhope-Foley, AL"
17073,19340,"Davenport-Moline-Rock Island, IA-IL"
17131,19340,"Davenport-Moline-Rock Island, IA-IL"
17161,19340,"Davenport-Moline-Rock Island, IA-IL"
19163,19340,"Davenport-Moline-Rock Island, IA-IL"
47143,19420,"Dayton, TN"
39057,19430,"Dayton-Kettering, OH"
39109,19430,"Dayton-Kettering, OH"
39113,19430,"Dayton-Kettering, OH"
1079,19460,"Decatur, AL"
1103,19460,"Decatur, AL"
17115,19500,"Decatur, IL"
18001,19540,"Decatur, IN"
39039,19580,"Defiance, OH"
48465,19620,"Del Rio, TX"
12035,19660,"Deltona-Daytona Beach-Ormond Beach, FL"
12127,19660,"Deltona-Daytona Beach-Ormond Beach, FL"
35029,19700,"Deming, NM"
8001,19740,"Denver-Aurora-Lakewood, CO"
8005,19740,"Denver-Aurora-Lakewood, CO"
8014,19740,"Denver-Aurora-Lakewood, CO"
8019,19740,"Denver-Aurora-Lakewood, CO"
8031,19740,"Denver-Aurora-Lakewood, CO"
8035,19740,"Denver-Aurora-Lakewood, CO"
8039,19740,"Denver-Aurora-Lakewood, CO"
8047,19740,"Denver-Aurora-Lakewood, CO"
8059,19740,"Denver-Aurora-Lakewood, CO"
8093,19740,"Denver-Aurora-Lakewood, CO"
22011,19760,"DeRidder, LA"
19049,19780,"Des Moines-West Des Moines, IA"
19077,19780,"Des Moines-West Des Moines, IA"
19099,19780,"Des Moines-West Des Moines, IA"
19121,19780,"Des Moines-West Des Moines, IA"
19153,19780,"Des Moines-West Des Moines, IA"
19181,19780,"Des Moines-West Des Moines, IA"
26163,19820,"Detroit-Warren-Dearborn, MI"
26087,19820,"Detroit-Warren-Dearborn, MI"
26093,19820,"Detroit-Warren-Dearborn, MI"
26099,19820,"Detroit-Warren-Dearborn, MI"
26125,19820,"Detroit-Warren-Dearborn, MI"
26147,19820,"Detroit-Warren-Dearborn, MI"
38007,19860,"Dickinson, ND"
38089,19860,"Dickinson, ND"
17103,19940,"Dixon, IL"
20057,19980,"Dodge City, KS"
1061,20020,"Dothan, AL"
1067,20020,"Dothan, AL"
1069,20020,"Dothan, AL"
13003,20060,"Douglas, GA"
13069,20060,"Douglas, GA"
10001,20100,"Dover, DE"
13167,20140,"Dublin, GA"
13175,20140,"Dublin, GA"
13283,20140,"Dublin, GA"
42033,20180,"DuBois, PA"
19061,20220,"Dubuque, IA"
27017,20260,"Duluth, MN-WI"
27075,20260,"Duluth, MN-WI"
27137,20260,"Duluth, MN-WI"
55031,20260,"Duluth, MN-WI"
48341,20300,"Dumas, TX"
40137,20340,"Duncan, OK"
8067,20420,"Durango, CO"
40013,20460,"Durant, OK"
37037,20500,"Durham-Chapel Hill, NC"
37063,20500,"Durham-Chapel Hill, NC"
37077,20500,"Durham-Chapel Hill, NC"
37135,20500,"Durham-Chapel Hill, NC"
37145,20500,"Durham-Chapel Hill, NC"
47045,20540,"Dyersburg, TN"
48323,20580,"Eagle Pass, TX"
24041,20660,"Easton, MD"
42089,20700,"East Stroudsburg, PA"
55017,20740,"Eau Claire, WI"
55035,20740,"Eau Claire, WI"
8037,20780,"Edwards, CO"
17049,20820,"Effingham, IL"
48481,20900,"El Campo, TX"
6025,20940,"El Centro, CA"
5139,20980,"El Dorado, AR"
37139,21020,"Elizabeth City, NC"
37143,21020,"Elizabeth City, NC"
21093,21060,"Elizabethtown-Fort Knox, KY"
21123,21060,"Elizabethtown-Fort Knox, KY"
21163,21060,"Elizabethtown-Fort Knox, KY"
40009,21120,"Elk City, OK"
18039,21140,"Elkhart-Goshen, IN"
54083,21180,"Elkins, WV"
32007,21220,"Elko, NV"
32011,21220,"Elko, NV"
53037,21260,"Ellensburg, WA"
36015,21300,"Elmira, NY"
48141,21340,"El Paso, TX"
48229,21340,"El Paso, TX"
20017,21380,"Emporia, KS"
20111,21380,"Emporia, KS"
40047,21420,"Enid, OK"
1031,21460,"Enterprise, AL"
42049,21500,"Erie, PA"
26041,21540,"Escanaba, MI"
35039,21580,"Española, NM"
1005,21640,"Eufaula, AL-GA"
13239,21640,"Eufaula, AL-GA"
41039,21660,"Eugene-Springfield, OR"
6023,21700,"Eureka-Arcata, CA"
56041,21740,"Evanston, WY"
18129,21780,"Evansville, IN-KY"
18163,21780,"Evansville, IN-KY"
18173,21780,"Evansville, IN-KY"
21101,21780,"Evansville, IN-KY"
2090,21820,"Fairbanks, AK"
19101,21840,"Fairfield, IA"
27091,21860,"Fairmont, MN"
54049,21900,"Fairmont, WV"
32001,21980,"Fallon, NV"
27027,22020,"Fargo, ND-MN"
38017,22020,"Fargo, ND-MN"
27131,22060,"Faribault-Northfield, MN"
29187,22100,"Farmington, MO"
35045,22140,"Farmington, NM"
37051,22180,"Fayetteville, NC"
37085,22180,"Fayetteville, NC"
37093,22180,"Fayetteville, NC"
5007,22220,"Fayetteville-Springdale-Rogers, AR"
5087,22220,"Fayetteville-Springdale-Rogers, AR"
5143,22220,"Fayetteville-Springdale-Rogers, AR"
27111,22260,"Fergus Falls, MN"
32019,22280,"Fernley, NV"
39063,22300,"Findlay, OH"
13017,22340,"Fitzgerald, GA"
4005,22380,"Flagstaff, AZ"
26049,22420,"Flint, MI"
45031,22500,"Florence, SC"
45041,22500,"Florence, SC"
1033,22520,"Florence-Muscle Shoals, AL"
1077,22520,"Florence-Muscle Shoals, AL"
55039,22540,"Fond du Lac, WI"
37161,22580,"Forest City, NC"
5123,22620,"Forrest City, AR"
8069,22660,"Fort Collins, CO"
19187,22700,"Fort Dodge, IA"
29169,22780,"Fort Leonard Wood, MO"
17067,22800,"Fort Madison-Keokuk, IA-IL-MO"
19111,22800,"Fort Madison-Keokuk, IA-IL-MO"
29045,22800,"Fort Madison-Keokuk, IA-IL-MO"
8087,22820,"Fort Morgan, CO"
1049,22840,"Fort Payne, AL"
22115,22860,"Fort Polk South, LA"
5033,22900,"Fort Smith, AR-OK"
5047,22900,"Fort Smith, AR-OK"
5131,22900,"Fort Smith, AR-OK"
40135,22900,"Fort Smith, AR-OK"
18003,23060,"Fort Wayne, IN"
18183,23060,"Fort Wayne, IN"
18023,23140,"Frankfort, IN"
21005,23180,"Frankfort, KY"
21073,23180,"Frankfort, KY"
48171,23240,"Fredericksburg, TX"
17177,23300,"Freeport, IL"
31053,23340,"Fremont, NE"
39143,23380,"Fremont, OH"
6019,23420,"Fresno, CA"
1055,23460,"Gadsden, AL"
45021,23500,"Gaffney, SC"
12001,23540,"Gainesville, FL"
12041,23540,"Gainesville, FL"
12075,23540,"Gainesville, FL"
13139,23580,"Gainesville, GA"
48097,23620,"Gainesville, TX"
17095,23660,"Galesburg, IL"
35031,23700,"Gallup, NM"
20055,23780,"Garden City, KS"
20093,23780,"Garden City, KS"
32005,23820,"Gardnerville Ranchos, NV"
45043,23860,"Georgetown, SC"
42001,23900,"Gettysburg, PA"
56005,23940,"Gillette, WY"
56011,23940,"Gillette, WY"
56045,23940,"Gillette, WY"
21009,23980,"Glasgow, KY"
21169,23980,"Glasgow, KY"
36113,24020,"Glens Falls, NY"
36115,24020,"Glens Falls, NY"
8045,24060,"Glenwood Springs, CO"
8097,24060,"Glenwood Springs, CO"
36035,24100,"Gloversville, NY"
37191,24140,"Goldsboro, NC"
48221,24180,"Granbury, TX"
27119,24220,"Grand Forks, ND-MN"
38035,24220,"Grand Forks, ND-MN"
31079,24260,"Grand Island, NE"
31093,24260,"Grand Island, NE"
31121,24260,"Grand Island, NE"
8077,24300,"Grand Junction, CO"
27061,24330,"Grand Rapids, MN"
26067,24340,"Grand Rapids-Kentwood, MI"
26081,24340,"Grand Rapids-Kentwood, MI"
26117,24340,"Grand Rapids-Kentwood, MI"
26139,24340,"Grand Rapids-Kentwood, MI"
35006,24380,"Grants, NM"
41033,24420,"Grants Pass, OR"
20009,24460,"Great Bend, KS"
30013,24500,"Great Falls, MT"
8123,24540,"Greeley, CO"
55009,24580,"Green Bay, WI"
55061,24580,"Green Bay, WI"
55083,24580,"Green Bay, WI"
47059,24620,"Greeneville, TN"
37081,24660,"Greensboro-High Point, NC"
37151,24660,"Greensboro-High Point, NC"
37157,24660,"Greensboro-High Point, NC"
18031,24700,"Greensburg, IN"
28151,24740,"Greenville, MS"
37147,24780,"Greenville, NC"
39037,24820,"Greenville, OH"
45007,24860,"Greenville-Anderson, SC"
45045,24860,"Greenville-Anderson, SC"
45059,24860,"Greenville-Anderson, SC"
45077,24860,"Greenville-Anderson, SC"
28015,24900,"Greenwood, MS"
28083,24900,"Greenwood, MS"
45047,24940,"Greenwood, SC"
28043,24980,"Grenada, MS"
72015,25020,"Guayama, PR"
72057,25020,"Guayama, PR"
72109,25020,"Guayama, PR"
28045,25060,"Gulfport-Biloxi, MS"
28047,25060,"Gulfport-Biloxi, MS"
28059,25060,"Gulfport-Biloxi, MS"
28131,25060,"Gulfport-Biloxi, MS"
40139,25100,"Guymon, OK"
24043,25180,"Hagerstown-Martinsburg, MD-WV"
54003,25180,"Hagerstown-Martinsburg, MD-WV"
54065,25180,"Hagerstown-Martinsburg, MD-WV"
16013,25200,"Hailey, ID"
16025,25200,"Hailey, ID"
22105,25220,"Hammond, LA"
6031,25260,"Hanford-Corcoran, CA"
29127,25300,"Hannibal, MO"
29173,25300,"Hannibal, MO"
42041,25420,"Harrisburg-Carlisle, PA"
42043,25420,"Harrisburg-Carlisle, PA"
42099,25420,"Harrisburg-Carlisle, PA"
5009,25460,"Harrison, AR"
5101,25460,"Harrison, AR"
51165,25500,"Harrisonburg, VA"
51660,25500,"Harrisonburg, VA"
9003,25540,"Hartford-East Hartford-Middletown, CT"
9007,25540,"Hartford-East Hartford-Middletown, CT"
9013,25540,"Hartford-East Hartford-Middletown, CT"
31001,25580,"Hastings, NE"
28031,25620,"Hattiesburg, MS"
28035,25620,"Hattiesburg, MS"
28073,25620,"Hattiesburg, MS"
28111,25620,"Hattiesburg, MS"
20051,25700,"Hays, KS"
49043,25720,"Heber, UT"
49051,25720,"Heber, UT"
30043,25740,"Helena, MT"
30049,25740,"Helena, MT"
5107,25760,"Helena-West Helena, AR"
37181,25780,"Henderson, NC"
48117,25820,"Hereford, TX"
41049,25840,"Hermiston-Pendleton, OR"
41059,25840,"Hermiston-Pendleton, OR"
37003,25860,"Hickory-Lenoir-Morganton, NC"
37023,25860,"Hickory-Lenoir-Morganton, NC"
37027,25860,"Hickory-Lenoir-Morganton, NC"
37035,25860,"Hickory-Lenoir-Morganton, NC"
26059,25880,"Hillsdale, MI"
15001,25900,"Hilo, HI"
45013,25940,"Hilton Head Island-Bluffton, SC"
45053,25940,"Hilton Head Island-Bluffton, SC"
13179,25980,"Hinesville, GA"
13183,25980,"Hinesville, GA"
35025,26020,"Hobbs, NM"
26005,26090,"Holland, MI"
12017,26140,"Homosassa Springs, FL"
41027,26220,"Hood River, OR"
5057,26260,"Hope, AR"
5099,26260,"Hope, AR"
5051,26300,"Hot Springs, AR"
26061,26340,"Houghton, MI"
26083,26340,"Houghton, MI"
22057,26380,"Houma-Thibodaux, LA"
22109,26380,"Houma-Thibodaux, LA"
48015,26420,"Houston-The Woodlands-Sugar Land, TX"
48039,26420,"Houston-The Woodlands-Sugar Land, TX"
48071,26420,"Houston-The Woodlands-Sugar Land, TX"
48157,26420,"Houston-The Woodlands-Sugar Land, TX"
48167,26420,"Houston-The Woodlands-Sugar Land, TX"
48201,26420,"Houston-The Woodlands-Sugar Land, TX"
48291,26420,"Houston-The Woodlands-Sugar Land, TX"
48339,26420,"Houston-The Woodlands-Sugar Land, TX"
48473,26420,"Houston-The Woodlands-Sugar Land, TX"
36021,26460,"Hudson, NY"
42061,26500,"Huntingdon, PA"
18069,26540,"Huntington, IN"
21019,26580,"Huntington-Ashland, WV-KY-OH"
21043,26580,"Huntington-Ashland, WV-KY-OH"
21089,26580,"Huntington-Ashland, WV-KY-OH"
39087,26580,"Huntington-Ashland, WV-KY-OH"
54011,26580,"Huntington-Ashland, WV-KY-OH"
54079,26580,"Huntington-Ashland, WV-KY-OH"
54099,26580,"Huntington-Ashland, WV-KY-OH"
1083,26620,"Huntsville, AL"
1089,26620,"Huntsville, AL"
48471,26660,"Huntsville, TX"
46005,26700,"Huron, SD"
46073,26700,"Huron, SD"
20155,26740,"Hutchinson, KS"
27085,26780,"Hutchinson, MN"
16019,26820,"Idaho Falls, ID"
16023,26820,"Idaho Falls, ID"
16051,26820,"Idaho Falls, ID"
42063,26860,"Indiana, PA"
18011,26900,"Indianapolis-Carmel-Anderson, IN"
18013,26900,"Indianapolis-Carmel-Anderson, IN"
18057,26900,"Indianapolis-Carmel-Anderson, IN"
18059,26900,"Indianapolis-Carmel-Anderson, IN"
18063,26900,"Indianapolis-Carmel-Anderson, IN"
18081,26900,"Indianapolis-Carmel-Anderson, IN"
18095,26900,"Indianapolis-Carmel-Anderson, IN"
18097,26900,"Indianapolis-Carmel-Anderson, IN"
18109,26900,"Indianapolis-Carmel-Anderson, IN"
18133,26900,"Indianapolis-Carmel-Anderson, IN"
18145,26900,"Indianapolis-Carmel-Anderson, IN"
28133,26940,"Indianola, MS"
19103,26980,"Iowa City, IA"
19183,26980,"Iowa City, IA"
26043,27020,"Iron Mountain, MI-WI"
55037,27020,"Iron Mountain, MI-WI"
